"","NPL.Ratio.ln.diff_3","CPI.All.Item.ln.diff","CPI.Housing.ln.diff","CPI.Transport.ln.diff","PPI.2018.ln.diff","Bank.Ave.Lend.Rate.ln.diff","GDP.Constant.ln.diff_3","GDP.Current.ln.diff_3","Brent.Crude.Oil.Spot.ln.diff_3","WTI.Crude.Oil.Spot.ln.diff_3","PHP.USD.rate.ln.diff_3","Gross.Capital.Formation.ln.diff_3","Government.Expenditure.ln.diff_3","Household.Consumption.ln.diff_3","Unemployment.ln.diff_3","LaborForce.ParRate.ln.diff_3","RPI.Goods.ln.diff_3","RPI.Machinery.ln.diff_3","WPI.Goods.ln.diff_3","WPI.Machinery.ln.diff_3","Inf.All.Item.asinh.diff_3","Inf.Transport.asinh.diff_3","Inf.Housing.asinh.diff_3","CCI.asinh.diff_3","BCI.asinh.diff_3","CPI.Transport.ln.diff.lag1","Bank.Ave.Lend.Rate.ln.diff.lag1","GDP.Constant.ln.diff_3.lag1","GDP.Constant.ln.diff_3.lag2","GDP.Constant.ln.diff_3.lag3","GDP.Constant.ln.diff_3.lag4","GDP.Constant.ln.diff_3.lag5","GDP.Constant.ln.diff_3.lag7","GDP.Constant.ln.diff_3.lag10","GDP.Current.ln.diff_3.lag1","GDP.Current.ln.diff_3.lag2","GDP.Current.ln.diff_3.lag4","GDP.Current.ln.diff_3.lag5","GDP.Current.ln.diff_3.lag7","GDP.Current.ln.diff_3.lag10","Brent.Crude.Oil.Spot.ln.diff_3.lag1","Brent.Crude.Oil.Spot.ln.diff_3.lag2","WTI.Crude.Oil.Spot.ln.diff_3.lag1","WTI.Crude.Oil.Spot.ln.diff_3.lag2","Gross.Capital.Formation.ln.diff_3.lag1","Gross.Capital.Formation.ln.diff_3.lag2","Gross.Capital.Formation.ln.diff_3.lag4","Gross.Capital.Formation.ln.diff_3.lag5","Government.Expenditure.ln.diff_3.lag1","Government.Expenditure.ln.diff_3.lag2","Government.Expenditure.ln.diff_3.lag5","Government.Expenditure.ln.diff_3.lag6","Government.Expenditure.ln.diff_3.lag7","Government.Expenditure.ln.diff_3.lag10","Household.Consumption.ln.diff_3.lag1","Household.Consumption.ln.diff_3.lag2","Household.Consumption.ln.diff_3.lag4","Household.Consumption.ln.diff_3.lag5","Household.Consumption.ln.diff_3.lag6","Household.Consumption.ln.diff_3.lag7","Household.Consumption.ln.diff_3.lag10","Unemployment.ln.diff_3.lag1","Unemployment.ln.diff_3.lag3","Unemployment.ln.diff_3.lag4","LaborForce.ParRate.ln.diff_3.lag3","RPI.Machinery.ln.diff_3.lag1","RPI.Machinery.ln.diff_3.lag4","WPI.Goods.ln.diff_3.lag1","WPI.Goods.ln.diff_3.lag2","WPI.Machinery.ln.diff_3.lag1","Inf.Transport.asinh.diff_3.lag1","Inf.Transport.asinh.diff_3.lag2","Inf.Housing.asinh.diff_3.lag1","Inf.Housing.asinh.diff_3.lag2","Inf.Housing.asinh.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7","CCI.asinh.diff_3.lag1","CCI.asinh.diff_3.lag2","CCI.asinh.diff_3.lag4","CCI.asinh.diff_3.lag5","CCI.asinh.diff_3.lag11","BCI.asinh.diff_3.lag3","BCI.asinh.diff_3.lag6","BCI.asinh.diff_3.lag9"
"1",0.0244846974823218,0.000936768218386952,-0.00194363520856999,-0.0263034627919003,-0.0279423316565941,-0.0258136273359093,0.0504709380377211,0.0537807775725643,-0.604650004108453,-0.580749869944545,-0.0167179877846584,0.064348507633408,0.00633181557621576,0.0671795494503105,0.089089083949403,-0.00937506866545601,0.000957395956326934,0.000992555912751492,0,0.00383509578394214,-0.0219921254729505,-0.072935318822297,-0.0459953707651992,0.773700336422591,-0.0666958048225341,-0.0256292859497425,0.058254848468859,0.120446473193772,0.057036742602719,-0.00731701861219669,-0.072772623238869,-0.0186327610573436,0.090574102324938,-0.0182364401613686,0.153147787998462,0.0918972729412193,-0.0378055697013373,0.00168021497880666,0.0824163863431355,-0.042436709031632,-0.443035109042863,-0.246139935760873,-0.452414354353789,-0.24199107240841,0.181720174163162,0.118014355950457,-0.0200388096694315,0.013284807440467,-0.0829315454761499,-0.149368561785264,-0.112435134809127,0.031180909568846,0.171331722538472,0.239150731473247,0.161777952839252,0.103834806576925,-0.020472680740184,-0.00172083721022354,0.0171269747190923,0.0360748678647678,-0.0717454229539065,0.0205757720485762,-0.114635176377099,-0.0891856285062116,-0.00155400186673427,0.000992555912751492,-0.0039643263019089,0.00387222168250911,0.00873367996875452,0.0038461585874785,-0.0459837927611284,-0.0199995766957713,-0.0369971085841437,-0.0199960581998047,-0.000999674991928618,-0.00499796542188075,0.51088369411123,0.325522332078854,-0.000823471242657803,-0.199782087708348,0.082443232170621,0.338366522420138,-0.387039962439482,0.293537614069084
"2",0.0518749849071054,0.000935891504905584,0.00775197680431727,0.00531633362723216,-0.0147332315129836,-0.0840483148484066,-0.0186466934229337,-0.0450350244703017,-0.312836355879051,-0.404410116582119,-0.0186291242955057,-0.0521094802450275,0.0926746654417947,-0.0258347873785443,0.0503514846980226,-0.00176332831136294,0.00286944242795251,-0.00198412763504674,0,0.00287494208559913,-0.0149960642645788,-0.0549480695513146,-0.0199996566831731,0.389587830843657,0.0161136686234631,-0.0263034627919003,-0.0258136273359093,0.0504709380377211,0.120446473193772,0.057036742602719,-0.00731701861219669,-0.072772623238869,0.0357883016504719,-0.0182364401613686,0.0537807775725643,0.153147787998462,0.0283360052029398,-0.0378055697013373,0.0417390516613683,-0.042436709031632,-0.604650004108453,-0.443035109042863,-0.580749869944545,-0.452414354353789,0.064348507633408,0.181720174163162,0.0509093213213969,-0.0200388096694315,0.00633181557621576,-0.0829315454761499,-0.261200627033979,-0.112435134809127,0.031180909568846,0.239150731473247,0.0671795494503105,0.161777952839252,0.0431891246277978,-0.020472680740184,-0.00172083721022354,0.0171269747190923,-0.0717454229539065,0.089089083949403,-0.0472777117861169,-0.114635176377099,-0.00129048640916296,0.000992555912751492,-0.00495295712884847,0,0.00387222168250911,0.00383509578394214,-0.072935318822297,-0.0459837927611284,-0.0459953707651992,-0.0369971085841437,0.000999622047807614,-0.00999484245419474,0.773700336422591,0.51088369411123,0.185623630441178,-0.000823471242657803,0.082443232170621,0.0674205753223909,-0.0143472807045963,0.0477642496488357
"3",0.13249378648958,-0.000935891504905584,0.00385356931599024,0.0105486210207442,0.00185356864932285,0.101390306625881,-0.0870845884400904,-0.143784986515653,-0.109217801057584,-0.214996695689098,0.00400389740042106,-0.168450301874429,0.176545777476317,-0.117698646515363,0.0124547536279054,-0.00166438425863036,0,-0.00198609797162952,0.000965717119958853,0.00764822083825667,-0.00399941946205537,-0.011983737700617,0.0119997120186608,-0.0144053632664649,0.0195632302620767,0.00531633362723216,-0.0840483148484066,-0.0186466934229337,0.0504709380377211,0.120446473193772,0.057036742602719,-0.00731701861219669,-0.0186327610573436,0.0363063602035059,-0.0450350244703017,0.0537807775725643,0.0918972729412193,0.0283360052029398,0.00168021497880666,0.0197326085010818,-0.312836355879051,-0.604650004108453,-0.404410116582119,-0.580749869944545,-0.0521094802450275,0.064348507633408,0.118014355950457,0.0509093213213969,0.0926746654417947,0.00633181557621576,-0.208368137541077,-0.261200627033979,-0.112435134809127,0.2027905285962,-0.0258347873785443,0.0671795494503105,0.103834806576925,0.0431891246277978,-0.020472680740184,-0.00172083721022354,-0.0186438190369635,0.0503514846980226,0.0205757720485762,-0.0472777117861169,-0.00157612995787626,-0.00198412763504674,-0.00296882949380173,0,0,0.00287494208559913,-0.0549480695513146,-0.072935318822297,-0.0199996566831731,-0.0459953707651992,-0.0199960581998047,-0.0109934043017938,0.389587830843657,0.773700336422591,0.325522332078854,0.185623630441178,0.082443232170621,0.0395315145512329,0.0412213343709196,-0.011681258735841
"4",0.0498293526277487,0.00187090793581213,0.00479617226349305,0,-0.0310321092477288,-0.0302290019613172,-0.0239233984889307,-0.068431991261507,0.22012392144049,0.142465317721603,0.00267022855587884,-0.0647035760166137,0.182500777933591,-0.066611894047977,-0.0246545615639406,0.0140298482104385,-0.00287494208559913,-0.000992555912751492,0.00289715316115302,0.00572520647803998,-0.000999894849946736,0.0169645469276854,0.0129990489747892,-0.478642359053871,0.0855924816851212,0.0105486210207442,0.101390306625881,-0.0870845884400904,-0.0186466934229337,0.0504709380377211,0.120446473193772,0.057036742602719,-0.072772623238869,0.090574102324938,-0.143784986515653,-0.0450350244703017,0.153147787998462,0.0918972729412193,-0.0378055697013373,0.0824163863431355,-0.109217801057584,-0.312836355879051,-0.214996695689098,-0.404410116582119,-0.168450301874429,-0.0521094802450275,0.181720174163162,0.118014355950457,0.176545777476317,0.0926746654417947,-0.149368561785264,-0.208368137541077,-0.261200627033979,0.171331722538472,-0.117698646515363,-0.0258347873785443,0.161777952839252,0.103834806576925,0.0431891246277978,-0.020472680740184,0.0360748678647678,0.0124547536279054,0.089089083949403,0.0205757720485762,-0.00937506866545601,-0.00198609797162952,0.000992555912751492,0.000965717119958853,0,0.00764822083825667,-0.011983737700617,-0.0549480695513146,0.0119997120186608,-0.0199996566831731,-0.0369971085841437,-0.000999674991928618,-0.0144053632664649,0.389587830843657,0.51088369411123,0.325522332078854,-0.103377910124202,-0.0666958048225341,0.338366522420138,-0.387039962439482
"5",0.021695345253169,-0.000935016430906543,-0.00383509578394214,0.00835950531609075,-0.000955566245668393,0.0342972838614823,0.0388742910917177,0.00825111413027102,0.0979666389022382,0.158547034557928,0.0126893529077212,0.0395710772932762,0.187747173721514,-0.014223296682589,-0.0118344576470037,-0.00226380038097262,-0.00574714225556772,0,0.00193050253005822,0.00667622889874409,-0.00599955905251704,0.0189672904237435,-0.00199985568243289,-0.192225640077906,0.00286809099597907,0,-0.0302290019613172,-0.0239233984889307,-0.0870845884400904,-0.0186466934229337,0.0504709380377211,0.120446473193772,-0.00731701861219669,0.0357883016504719,-0.068431991261507,-0.143784986515653,0.0537807775725643,0.153147787998462,0.0283360052029398,0.0417390516613683,0.22012392144049,-0.109217801057584,0.142465317721603,-0.214996695689098,-0.0647035760166137,-0.168450301874429,0.064348507633408,0.181720174163162,0.182500777933591,0.176545777476317,-0.0829315454761499,-0.149368561785264,-0.208368137541077,0.031180909568846,-0.066611894047977,-0.117698646515363,0.0671795494503105,0.161777952839252,0.103834806576925,0.0431891246277978,0.0171269747190923,-0.0246545615639406,0.0503514846980226,0.089089083949403,-0.00176332831136294,-0.000992555912751492,0.000992555912751492,0.00289715316115302,0.000965717119958853,0.00572520647803998,0.0169645469276854,-0.011983737700617,0.0129990489747892,0.0119997120186608,-0.0459953707651992,0.000999622047807614,-0.478642359053871,-0.0144053632664649,0.773700336422591,0.51088369411123,-0.268086356654491,0.0161136686234631,0.0674205753223909,-0.0143472807045963
"6",-0.0355295880587372,0,-0.00771459949533071,0.00415369236869356,0.0028639637714285,-0.0453187032878604,0.101434611642002,0.0865321109089141,0.0953264453887881,0.223896091171623,0.00897823711773871,0.144952092489866,0.192404402037409,0.0395923789843486,0.00103092792635895,-0.00296307671812079,-0.000959232687460343,0.000993542058878027,0.00385356931599024,0.00095192772538244,-0.00899947355636231,0.00998594337761511,-0.0119997120186608,0.0761954678795673,-0.0173323439755428,0.00835950531609075,0.0342972838614823,0.0388742910917177,-0.0239233984889307,-0.0870845884400904,-0.0186466934229337,0.0504709380377211,0.057036742602719,-0.0186327610573436,0.00825111413027102,-0.068431991261507,-0.0450350244703017,0.0537807775725643,0.0918972729412193,0.00168021497880666,0.0979666389022382,0.22012392144049,0.158547034557928,0.142465317721603,0.0395710772932762,-0.0647035760166137,-0.0521094802450275,0.064348507633408,0.187747173721514,0.182500777933591,0.00633181557621576,-0.0829315454761499,-0.149368561785264,-0.112435134809127,-0.014223296682589,-0.066611894047977,-0.0258347873785443,0.0671795494503105,0.161777952839252,0.103834806576925,-0.00172083721022354,-0.0118344576470037,0.0124547536279054,0.0503514846980226,-0.00166438425863036,0,-0.00198412763504674,0.00193050253005822,0.00289715316115302,0.00667622889874409,0.0189672904237435,0.0169645469276854,-0.00199985568243289,0.0129990489747892,-0.0199996566831731,-0.0199960581998047,-0.192225640077906,-0.478642359053871,0.389587830843657,0.773700336422591,-0.417000780863325,0.0195632302620767,0.0395315145512329,0.0412213343709196
"7",-0.00506121448883157,0.0018691594227036,-0.000968523078130445,-0.0072803233681249,-0.00957861729706977,0.0266099170703815,0.0433558912657581,0.0411444565188113,-0.0510103689365193,-0.0674199258224926,0.0304470040204161,0.0848042611884576,0.0798059212463809,0.0188152313247709,0.0139429059690128,-0.0266682470821614,0,0,0.00384986038544177,-0.0047687262520828,-0.0119995440403297,-0.00598957532521265,-0.00599979901184358,0.337314446667499,-0.173793708563903,0.00415369236869356,-0.0453187032878604,0.101434611642002,0.0388742910917177,-0.0239233984889307,-0.0870845884400904,-0.0186466934229337,0.120446473193772,-0.072772623238869,0.0865321109089141,0.00825111413027102,-0.143784986515653,-0.0450350244703017,0.153147787998462,-0.0378055697013373,0.0953264453887881,0.0979666389022382,0.223896091171623,0.158547034557928,0.144952092489866,0.0395710772932762,-0.168450301874429,-0.0521094802450275,0.192404402037409,0.187747173721514,0.0926746654417947,0.00633181557621576,-0.0829315454761499,-0.261200627033979,0.0395923789843486,-0.014223296682589,-0.117698646515363,-0.0258347873785443,0.0671795494503105,0.161777952839252,-0.020472680740184,0.00103092792635895,-0.0246545615639406,0.0124547536279054,0.0140298482104385,0.000993542058878027,-0.00198609797162952,0.00385356931599024,0.00193050253005822,0.00095192772538244,0.00998594337761511,0.0189672904237435,-0.0119997120186608,-0.00199985568243289,0.0119997120186608,-0.0369971085841437,0.0761954678795673,-0.192225640077906,-0.0144053632664649,0.389587830843657,-0.199782087708348,0.0855924816851212,-0.0666958048225341,0.338366522420138
"8",-0.00380284856207336,0,-0.00193986481782726,-0.0126052089189823,0,-0.000539713964706756,-0.0140881145881817,-0.00363795947364842,-0.32024997510964,-0.323930995189861,0.0449969180023042,0.0270118970104587,-0.0304712129871501,-0.00184069234701312,-0.0369045569354505,-0.00318599209787301,0.000960153698343014,0,0.00576924677124513,-0.00476418242711851,-0.00899987850442846,-0.0149759766794259,0.000999921842516708,0.341676108794647,-0.00887452424109014,-0.0072803233681249,0.0266099170703815,0.0433558912657581,0.101434611642002,0.0388742910917177,-0.0239233984889307,-0.0870845884400904,0.0504709380377211,-0.00731701861219669,0.0411444565188113,0.0865321109089141,-0.068431991261507,-0.143784986515653,0.0537807775725643,0.0283360052029398,-0.0510103689365193,0.0953264453887881,-0.0674199258224926,0.223896091171623,0.0848042611884576,0.144952092489866,-0.0647035760166137,-0.168450301874429,0.0798059212463809,0.192404402037409,0.176545777476317,0.0926746654417947,0.00633181557621576,-0.208368137541077,0.0188152313247709,0.0395923789843486,-0.066611894047977,-0.117698646515363,-0.0258347873785443,0.0671795494503105,0.0431891246277978,0.0139429059690128,-0.0118344576470037,-0.0246545615639406,-0.00226380038097262,0,-0.000992555912751492,0.00384986038544177,0.00385356931599024,-0.0047687262520828,-0.00598957532521265,0.00998594337761511,-0.00599979901184358,-0.0119997120186608,0.0129990489747892,-0.0459953707651992,0.337314446667499,0.0761954678795673,-0.478642359053871,-0.0144053632664649,-0.000823471242657803,0.00286809099597907,0.0161136686234631,0.0674205753223909
"9",-0.00171519885708404,-0.0018691594227036,-0.00877626305901558,-0.00105764155813581,0.00480077734335715,0.0363997781567451,-0.0710011498224414,-0.0478712270664428,-0.255459077611679,-0.274067384319467,0.0374748060093437,-0.0286519481967407,-0.139152253124633,-0.0223808190896548,-0.0899664202994859,-0.00270732680294455,-0.00192123017789392,0,0.00288046286535426,-0.00381316000641441,-0.00999995333399332,-0.0149768126732368,-0.0089987447875664,0.347059250605456,0.0197765566647945,-0.0126052089189823,-0.000539713964706756,-0.0140881145881817,0.0433558912657581,0.101434611642002,0.0388742910917177,-0.0239233984889307,-0.0186466934229337,0.057036742602719,-0.00363795947364842,0.0411444565188113,0.00825111413027102,-0.068431991261507,-0.0450350244703017,0.0918972729412193,-0.32024997510964,-0.0510103689365193,-0.323930995189861,-0.0674199258224926,0.0270118970104587,0.0848042611884576,0.0395710772932762,-0.0647035760166137,-0.0304712129871501,0.0798059212463809,0.182500777933591,0.176545777476317,0.0926746654417947,-0.149368561785264,-0.00184069234701312,0.0188152313247709,-0.014223296682589,-0.066611894047977,-0.117698646515363,-0.0258347873785443,0.103834806576925,-0.0369045569354505,0.00103092792635895,-0.0118344576470037,-0.00296307671812079,0,0,0.00576924677124513,0.00384986038544177,-0.00476418242711851,-0.0149759766794259,-0.00598957532521265,0.000999921842516708,-0.00599979901184358,-0.00199985568243289,-0.0199996566831731,0.341676108794647,0.337314446667499,-0.192225640077906,-0.478642359053871,0.185623630441178,-0.0173323439755428,0.0195632302620767,0.0395315145512329
"10",-0.00194869650355844,0.000935016430906543,0,0.00316957476127921,-0.00480077734335715,0.0156670158151648,-0.00456059602452008,0.0247135482475311,-0.15518256517318,-0.0964503187102426,0.0275020576271405,0.0529963194432828,-0.121555400618165,0.0433241118995067,-0.145470512995991,0.00633916544373569,-0.0038461585874785,0,0.00191938638580336,0.000955566245668393,-0.00399999733333813,0.00898512874083802,-0.00899888872786492,0.353867531153205,0.214503496192973,-0.00105764155813581,0.0363997781567451,-0.0710011498224414,-0.0140881145881817,0.0433558912657581,0.101434611642002,0.0388742910917177,-0.0870845884400904,0.120446473193772,-0.0478712270664428,-0.00363795947364842,0.0865321109089141,0.00825111413027102,-0.143784986515653,0.153147787998462,-0.255459077611679,-0.32024997510964,-0.274067384319467,-0.323930995189861,-0.0286519481967407,0.0270118970104587,0.144952092489866,0.0395710772932762,-0.139152253124633,-0.0304712129871501,0.187747173721514,0.182500777933591,0.176545777476317,-0.0829315454761499,-0.0223808190896548,-0.00184069234701312,0.0395923789843486,-0.014223296682589,-0.066611894047977,-0.117698646515363,0.161777952839252,-0.0899664202994859,0.0139429059690128,0.00103092792635895,-0.0266682470821614,0,0.000993542058878027,0.00288046286535426,0.00576924677124513,-0.00381316000641441,-0.0149768126732368,-0.0149759766794259,-0.0089987447875664,0.000999921842516708,-0.0119997120186608,0.0119997120186608,0.347059250605456,0.341676108794647,0.0761954678795673,-0.192225640077906,0.325522332078854,-0.173793708563903,0.0855924816851212,-0.0666958048225341
